name,website,street_address,city,region,postal_code,country,phones,emails,whatsapp,social_links,opening_hours,materials,material_prices,description
"Henderson, Nevada",https://www.autowrecking.com/locations/henderson,1701 Athol St.,Henderson,NV,89011,United States,"['(702) 551-8686', '(855) 339-1932']",[],[],[],Store Hours Monday - Friday 8 am - 5 pm,[],[],"Quality used car & truck parts, engines, and transmissions from our vehicle salvage yards. Do it yourself for less with recycled auto parts—the B&R way!"
Best Recycling Prices in Sacramento,https://recyclingcenternear.com/,8110 Junipero St,Sacramento,CA,95828,United States,['(916) 827-3931'],[],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Stainless Steel']",[],"Best Recycling Prices in Sacramento. CRV Materials, Scrap Materials, Cans, Glass, Plastic and Copper, Wires, Brass, Aluminum, Stainless Steel. Call Now!"
All Arizona Auto Parts,https://autopartsaz.com/,40 years of auto experience between them. They are dedicated to finding high-quality replacement parts for each of our customers. We Have,You CoveredWelco,ME,,United States,['(602) 840-3263'],[],[],[],,['Auto Parts'],[],"Arizona Ford Parts, Ltd. Specializing in all makes all models"
Keep California'sMetal-RecyclingCapability Strong—Yes on SB 404,https://calmetalrecyclers.com/,"404
            
Read the complete bill here

















As the largest st",ate a,ND,,United States,[],[],[],[],,"['Scrap Metal', 'Iron']",[],
WILLIS RECYCLING,https://www.willisrecycling.com/,,,,,United States,[],['willisrecycling@yahoo.com'],[],[],,"['Copper', 'Steel', 'Electronic', 'Aluminum', 'Iron', 'Stainless Steel']",[],
Auto Gator - We Sell Used Auto Parts and Repairable Vehicles,https://www.autogator.com/,1961 PFE Rd,Roseville,CA,95747,United States,"['(800) 833-9292', '(855) 456-0456']",[],[],[],,"['Auto Parts', 'Iron']",[],
Auto Salvage | Inglewood | Pico Rivera | Norwalk | 323-583-1094,https://upickpartsla.com/find-used-auto-parts.html,"1094 








































323-583-1094








Toggle navigation



HOME
WE BUY JUNK CARS
GALLERY
SEARCH INVENTORY
ABOUT
CONTACT






SEARCH OUR INVENTORY


 










       8103 South Alameda Street",Los Angeles,CA,90001-4108,United States,['(323) 583-1094'],[],[],[],,[],[],"Pick your part at our auto salvage yard and save serving Compton, Downey, Inglewood and beyond in Southern CA."
Professional Scrap Metal Recycling Services,https://www.mikesrecyclinginc.com/,1778 Broadway,Chu,LA,,United States,[],[],[],[],,"['Copper', 'Brass', 'Aluminum', 'Iron', 'Scrap Metal']",[],"Are you looking to scrap metal in Chula Vista, CA? Stop by Mike’s Recycling, Inc, to get fast cash."
"About Atlas Iron & Metal Co. | Metal Scrap Yard | Los Angeles, CA",https://atlasironandmetal.com/about-us/,10019 S Alameda Street,Los Angeles,CA,90002,United States,"['(800) 540-5184', '(566) 518-4800', '(323) 566-5184']",[],[],[],,"['Copper', 'Iron', 'Scrap Metal', 'Steel']",[],"Atlas Iron & Metal Co. provides metal scrap recycling & disposal in Los Angeles. We buy aluminum, metal, copper, stainless steel, brass, nickel & automotive scrap."
LOCATIONS | Nevada Recycling,https://www.nevadarecycling.com/locations,4611 Mitchell St,North Las Vegas,NV,89081,United States,"['(702) 856-0866', '(702) 643-2218']","['dispatch@nevadarecycling.com', 'sean@nevadarecycling.comhomerecyclablesall', 'sean@nevadarecycling.com']",[],[],,"['Scrap Metal', 'Iron', 'Steel']",[],We have two convenient locations! Nevada Recycling is located in North Las Vegas and Henderson.
SAN DIEGO'S HIGHEST PRICES,https://sandiegocountyrecycling.com/,3974 Spring Drive,Spring Valley,CA,91977,United States,['(619) 741-9780'],['sdc_recycling@yahoo.com'],[],[],,['Scrap Metal'],[],"San Diego's leading recycling center in scrap metal and crv recycling. We buy copper, brass, aluminum, cans, plastic bottles and glass bottles. Fast & Friendly."
San Leandro Headquarters & Metal Sales Department - Alco Metals,https://alcometals.com/san-leandro/,2140 Davis St.,San Leandro,CA,94577,United States,"['(510) 562-1354', '(510) 562-1107']","['sanleandro@alcometals.com', 'safety@alcometals.com', 'accountspayable@alcometals.com']",[],[],,"['Appliance', 'Iron', 'Scrap Metal']",[],
ABC Auto Parts inSouth San Francisco (CA),https://usjunkyards.com/st-california/cy-san-mateo/ci-south-san-francisco/yd-2103-abc-auto-parts/,1650 Davidson Ave,San Francis,CO,,United States,"['(415) 826-8676', '(888) 853-0481']",[],[],[],,"['Auto Parts', 'Scrap Metal', 'Iron', 'Steel']",[],"ABC Auto Parts is located in the city of South San Francisco, CA  ᐉ Contact information, reviews, photos, and opening hours are on our USJunkYards salvage yard database. Closed."
"Los Angeles,California Junkyards & Salvage Yards",https://www.rustysautosalvage.com/california/los-angeles.html,,,,,United States,"['(866) 439-4401', '(206) 237-8448']",[],[],[],,['Scrap Metal'],[],Our network of Los Angeles California junkyards and auto salvage yards will pay you cash for your junk car on the spot and offer free junk car removal in all of Los Angeles CA.
"Las Vegas, Nevada",https://www.autowrecking.com/locations/lasvegas,4540 Smiley Rd.,Las Vegas,NV,89115,United States,"['(800) 578-6787', '(702) 643-1771', '(855) 339-1932']",[],[],[],Store Hours Monday - Friday 8 am - 5 pm,[],[],"Quality used car & truck parts, engines, and transmissions from our vehicle salvage yards. Do it yourself for less with recycled auto parts—the B&R way!"
"San Diego, California - 92120 Local Recycling Centers",https://recyclingcenters.org/California/San_Diego_92120_recycling_centers.php,5180 Convoy St,San Diego,CA,92111,United States,[],[],[],[],,"['Aluminum', 'Scrap Metal', 'Iron', 'Electronic']",[],"San Diego, California 92120 Local Recycling Centers and Recycling Information and Statistics"
City of San Diego Official Website,https://www.sandiego.gov/environmental-services/recycling/centers/miramarrecycle,5165 Convoy Street,San Diego,CA,92111,United States,['(858) 268-8971'],[],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Iron', 'Scrap Metal']",[],
JunkYards and Salvage Yards inArizona (AZ),https://usjunkyards.com/st-arizona/,0481 to sell your car. We make it simpl,e a,ND,,United States,['(888) 853-0481'],[],[],[],,"['Auto Parts', 'Scrap Metal']",[],Find the nearest car junkyards and salvage yards near you in Arizona ⚡ USJunkYards provides a list of all salvage yards where you can dispose of your car and get Cash.
Nissan Salvage Parts Sacramento,https://ipullupull.com/inventory/nissan-salvage-parts-sacramento/,"3080







The date each Vehicle was set on the yard is shown. Some vehicles more than 30 days old may be in process of being removed from the yard and no longer available. Inventory changes often in our yards so the parts you need may or may not be on the vehicle. Please visit the yard for the most accurate availability. For general quest",ions,OR,,United States,"['(559) 445-4117', '(909) 623-6108', '(916) 409-3080']",[],[],[],,['Auto Parts'],[],"With dozens of scrap Nissans - from the Altima through the Xterra - we've got everything you can imagine: from brakes to transmissions, oil caps to carburettors, and everything in between."
"San Diego, California Junk Yards",https://www.usedpart.us/used-auto-parts/california/san-diego/,,,,,United States,['(800) 646-4790'],['sales@usedpart.us'],[],[],,"['Battery', 'Auto Parts']",[],"Buy OEM used auto parts from local San Diego, California Junk Yards and save thousands of dollars. Our ASE certified techs at San Diego, California Junk Yards test and inspect all parts before being sold."
Los Angeles Recycling Center,https://forscrap.com/ca-los-angeles-chatsworth-yard,20749 Prairie St,Chatsworth,CA,91311,United States,"['(866) 567-2727', '(818) 357-7581']",['info@forscrap.com'],[],[],Mon-Fri 8:00am - 5:00pm,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Scrap Metal', 'Stainless Steel']",[],"Scrap metal recycling will be profitable with Greener Recycling, a scrap yard near you that service Los Angeles, Orange and Ventura counties. Check out out metal scrap rates to insure they're the best!"
Steel Scrap,https://atlasironandmetal.com/steel-scrap/,10019 S Alameda Street,Los Angeles,CA,90002,United States,"['(800) 540-5184', '(566) 518-4800', '(323) 566-5184']",[],[],[],,"['Copper', 'Appliance', 'Steel', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Atlas Iron & Metal Co. provides stainless steel scrap yard recycling services in Los Angeles. We buy stainless steel, debris, motors, appliances & automotive scrap for cash."
Los Angeles Scrap Metal Buyers & Recycling Centers,https://scrapvisor.com/california/los-angeles/,"0








Smart Recycling
414 W C St",Los Angeles,CA,90744,United States,"['(323) 564-9969', '(888) 608-5203', '(323) 778-0058']",[],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead', 'Zinc']",[],"Find trusted scrap metal buyers and recycling centers in Los Angeles. View up-to-date scrap metal prices, explore our interactive map of local scrap yards, and connect with reputable companies for fast and profitable scrap sales."
Scrap Metal Recycling San Jose,https://flatrate-junkremoval.com/california/san-jose/scrap-metal-recycling-san-jose/,000 peopl,e a,ND,,United States,['(800) 299-5865'],"['info@flatrate-junkremoval.com', 'affordable1-800-299-5865info@flatrate-junkremoval.comhomepricingservicesresidential', 'emailinfo@flatrate-junkremoval.com']",[],[],,"['Appliance', 'Electronic', 'Scrap Metal']",[],"You’ve got junk, we’ve got the solution. If you’re looking for scrap metal recycling and disposal services in San Jose, Flat Rate Junk Removal is your clear choice – call 1-800-299-5865 today."
Buy Auto Parts,https://www.qualityautoparts.store/,,Sacramento,CA,95814,United States,[],['sales@qualityautoparts.store'],[],[],,"['Battery', 'Auto Parts', 'Electronic', 'Catalytic Converter', 'Iron', 'Lead']",[],Quality Auto Parts - Best Place to Buy Used Auto Parts.
HOME | Nevada Recycling,https://www.nevadarecycling.com/,,,,,United States,"['(702) 856-0866', '(702) 643-2218']",[],[],[],,"['Scrap Metal', 'Iron', 'Steel']",[],"The Benefits of recycling are numerous. Recycling and reusing materials saves energy, conserves natural resources, prevents pollution and reduces the volume of discards that are thrown into our landfills. Nevada Recycling is here for all of your business recycling needs."
Sacramento Recycling and Transfer Station,https://wmnorcalnev.com/facilities/sacramento-recycling-center/,8491 Fruitridge Road,Sacramento,CA,95826,United States,['(916) 737-4880'],['wmncn@wm.com'],[],[],,"['Copper', 'Appliance', 'Steel', 'Electronic', 'Aluminum', 'Iron', 'Scrap Metal', 'Lead']",[],"Sacramento Recycling Center is WM's one-stop waste disposal, material recovery facility, e-waste disposal, transfer station and more in Sacramento County."
Radius Recycling – San Jose,https://iscrapapp.com/yards/us-california-san-jose-radius-recycling-san-jose/,"75
Fire Wire
Forktruck Battery
FSX 414
Fuses
Gold
Hard Drive Boards
Hard Drives
Hard Drives without Boards
Hastelloy Solids
Hastelloy Turnings
Heliax Wire
High Speed Steel
Housewire
Incomplete Car
Inconel
Inconel 792
Inconel 800
Inconel 825
Ink Cartridges
Insulated Aluminum Wire
Insulated Copper Cable
Insulated Copper Wire
Insulated Steel BX
Invar
Junkshop Extrusion
Keyboard","s
Kov",AR,,United States,['(408) 452-0777'],[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Radius Recycling - San Jose, Scrap Metal Yard in San Jose, California"
AMERICAN IMPORTS,http://americanimportsautoparts.com/,285 LEO AVE.,SAN JOSE,CA,95112,United States,"['(800) 610-0070', '(408) 275-9261', '(408) 275-9030']",['wayfast88@msn.com'],[],[],Hours of Operation (PST/PDT): Monday - Saturday 8am -5pm Sunday Closed,[],[],"AMERICAN IMPORTS: serving the SAN JOSE, CA area with quality used parts"
Los Angeles County CountyCalifornia Junkyards & Salvage Yards!,https://www.rustysautosalvage.com/california/los-angeles-county.html,2155    Subaru Forest,er  Ye,AR,,United States,['(866) 439-4401'],[],[],[],,[],[],Our network of Los Angeles County CA junkyards and auto salvage yards will pay you cash for your junk car on the spot and offer free junk car removal in all of Los Angeles County CA.
Sun Lite Metals,https://sunlitemetals.com/,2210 East 85th Street,Los Angeles,CA,90001,United States,"['(323) 581-0806', '(323) 581-7772']",[],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Stainless Steel']",[],
JunkYards and Salvage Yards inCalifornia (CA),https://usjunkyards.com/st-california/,,American,CA,94503,United States,['(888) 853-0481'],[],[],[],,"['Auto Parts', 'Scrap Metal']",[],Find the nearest car junkyards and salvage yards near you in California ⚡ USJunkYards provides a list of all salvage yards where you can dispose of your car and get Cash.
"Junkyards & Auto Salvagein San Jose, CA",https://preferredjunkyard.com/california/san-jose/,220 Hillcap Ave,San Jose,CA,95136,United States,[],[],[],[],,"['Auto Parts', 'Aluminum', 'Copper', 'Brass']",[],"Find Trusted Junkyards and Auto Salvage Yards in San Jose, California that Buy Junk Cars and Sell Reliable Used Auto and Truck Parts."
"Los Angeles Scrap Yards, CA",https://iscrapapp.com/scrap-yards/los-angeles-ca/,"75
Fire Wire
Forktruck Battery
FSX 414
Fuses
Gold
Hard Drive Boards
Hard Drives
Hard Drives without Boards
Hastelloy Solids
Hastelloy Turnings
Heliax Wire
High Speed Steel
Housewire
Incomplete Car
Inconel
Inconel 792
Inconel 800
Inconel 825
Ink Cartridges
Insulated Aluminum Wire
Insulated Copper Cable
Insulated Copper Wire
Insulated Steel BX
Invar
Junkshop Extrusion
Keyboard","s
Kov",AR,,United States,[],[],[],[],,"['Battery', 'Copper', 'Appliance', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal']",[],"Quickly locate Los Angeles scrap yards and scrap metal buyers in the area plus get access to their phone number, email address, up to the minute pricing even request a container with the iScrap App"
Circosta Iron & Metal,https://iscrapapp.com/yards/us-california-san-francisco-circosta-iron-metal/,1801 Evans Avenue,San Francis,CO,,United States,['(415) 282-8568'],[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Circosta Iron & Metal, Scrap Metal Yard in San Francisco, California"
SCRAP IRON & NON-FERROUS METALS,https://www.kramermetals.com/,1760 E. Slauson Avenue,Los Angeles,CA,90058,United States,['(323) 587-2277'],[],[],[],,"['Appliance', 'Steel', 'Electronic', 'Iron', 'Scrap Metal']",[],
eBay,https://abcautowreckingaz.com/,12344302 E. Illinois Street,Tucson,AZ,85714,United States,['(520) 294-1234'],[],[],[],,['Auto Parts'],[],"Tucson, AZ | Browse & Buy Online"
"Sacramento, California Junk Yards",https://www.usedpart.us/used-auto-parts/california/sacramento/,903 Del Paso Blvd,Sacramento,CA,95815,United States,"['(800) 646-4790', '(800) 656-4790']",['sales@usedpart.us'],[],[],,"['Battery', 'Auto Parts']",[],✓ IN STOCKMarshall's Auto Parts IncGet a PriceCall For A QuoteAbout This Yard
Advantage,https://www.adv-metals.com/,,"A 
San Diego",CA,92154,United States,[],['michael@adv-metals.com'],[],[],,"['Scrap Metal', 'Lead']",[],Advantage Scrap Metal Recycling Inc. | A Local Scrap Metal Recycling Company In San Diego
"Scrap Metal Recycling • Fernley, Nevada",https://www.proseservices.net/contact-us/scrap-metal-recycling-llc/,684 Bitritto Court,Modesto,CA,95356,United States,[],['info@proseservices.net'],[],[],,"['Battery', 'Scrap Metal']",[],
Radius Recycling – Sacramento,https://iscrapapp.com/yards/us-california-rancho-cordova-radius-recycling-sacramento-2/,"75
Fire Wire
Forktruck Battery
FSX 414
Fuses
Gold
Hard Drive Boards
Hard Drives
Hard Drives without Boards
Hastelloy Solids
Hastelloy Turnings
Heliax Wire
High Speed Steel
Housewire
Incomplete Car
Inconel
Inconel 792
Inconel 800
Inconel 825
Ink Cartridges
Insulated Aluminum Wire
Insulated Copper Cable
Insulated Copper Wire
Insulated Steel BX
Invar
Junkshop Extrusion
Keyboard","s
Kov",AR,,United States,['(916) 985-4810'],[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Radius Recycling - Sacramento, Scrap Metal Yard in Rancho Cordova, California"
"union central metal | Sell Scrap Metal | 2203 S Alameda St, Los Angeles, CA 90058, USA",https://www.unioncentralmetal.com/,2203 S Alameda St,Los Angeles,CA,90058,United States,['(213) 677-2401'],['unioncentralmetal@gmail.com'],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Stainless Steel', 'Zinc']",[],"Union Central Metal is a Family-owned Recycling and Scrap yard serving Los Angeles for 30 years! We buy ferrous and non-ferrous metal at fair prices with top-notch customer service. Visit us at 2203 S Alameda St, Los Angeles, CA 90058."
