name,address,city,state,zip_code,country,phone,website,email,latitude,longitude,shop_type,opening_hours,description,recycling_type,recycling_materials,accepts_cash,accepts_cards,wheelchair_access,industrial_use,craft_type,source,osm_id,osm_type,scraped_at,metal_types_detected,services_detected
A&D Iron Works,305 24th Street,,,11232,US,+1-718-492-4330,,,40.6602301,-73.9956409,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,247930722,way,2025-07-07T00:47:10.003412,"['steel', 'titanium', 'aluminum']",[]
Flosco Iron Works,67 Sackett Street,,,11231,US,+1-917-566-2799,,,40.6857554,-74.0044909,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,248152523,way,2025-07-07T00:47:10.003412,"['steel', 'titanium', 'aluminum']",[]
Iron Works Pilatasig,71 Sackett Street,,,11231,US,+1-347-227-8047,http://ironworkspilatasig.com,,40.6857304,-74.0044007,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,248152689,way,2025-07-07T00:47:10.003412,"['steel', 'titanium', 'aluminum']",[]
Workspace 11,110 5th Street,,,11215,US,+1-347-725-3696,https://www.workspace11.com,,40.6753992,-73.9927483,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,248167180,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum']",[]
Gabriel's Iron Works,177 9th Street,,,11215,US,+1-718-499-4077,,,40.6718292,-73.9912506,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,248167215,way,2025-07-07T00:47:10.003412,"['steel', 'titanium', 'aluminum']",[]
Linda Tool,,,,,US,+1-718-522-2066,https://www.lindatool.com,,40.6738901,-74.0111203,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,248168843,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum']",[]
A&B Iron Works,142 Conover Street,,,11231,US,+1-646-578-3627,http://ironworksny.com,,40.6792866,-74.0132145,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,248169042,way,2025-07-07T00:47:10.003412,"['steel', 'titanium', 'aluminum']",[]
HJ Glass & Aluminum,136 12th Street,,,11215,US,,,,40.6696949,-73.9931473,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,248171233,way,2025-07-07T00:47:10.003412,"['stainless_steel', 'titanium', 'aluminum']",[]
United Steel & Iron,194 10th Street,,,11215,US,+1-718-230-0305,,,40.6709004,-73.9921406,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,248171290,way,2025-07-07T00:47:10.003412,"['steel', 'titanium', 'aluminum', 'nickel']",[]
H & L Iron and Steel,141 21st Street,,,11232,US,+1-718-369-2825,,,40.6636211,-73.9967229,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,248240988,way,2025-07-07T00:47:10.003412,"['steel', 'titanium', 'aluminum']",[]
D&I Custom Architectural Metals,204 24th Street,,,11232,US,,,,40.661618,-73.9988163,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,248241136,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum', 'copper']",[]
Pro Metal Construction,549 63rd Street,,,11220,US,+1-718-439-8500,,,40.6371618,-74.0164411,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,249579806,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum']",[]
Sunset Redemption Center,4802 3rd Avenue,,,11220,US,+1-631-319-4037,,,40.6488841,-74.013974,recycling,Mo-Sa 08:00-17:00,,centre,,,,,,,OpenStreetMap Enhanced,249592314,way,2025-07-07T00:47:10.003412,['titanium'],[]
Quality Stainless Steel,218 39th Street,,,11232,US,+1-718-748-1785,http://www.qualitystainlesssteel.com,,40.6547384,-74.0101248,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,249605243,way,2025-07-07T00:47:10.003412,"['steel', 'stainless_steel', 'titanium', 'aluminum']",[]
Wide Flange Incorporated,176 27th Street,,,11232,US,+1-718-492-8705,,,40.6596413,-74.0001205,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,249606340,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum']",[]
Evro Aluminum,183 26th Street,,,11232,US,+1-718-832-4930,,,40.6604011,-73.9989351,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,249606606,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum']",[]
Top Aluminum,757 3rd Avenue,,,11232,US,+1-718-676-3079,,,40.6612221,-73.9997369,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,249606610,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum']",[]
Five Star Iron Work,412 39th Street,,,11232,US,+1-917-528-8905,,,40.6521644,-74.0058614,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,249606733,way,2025-07-07T00:47:10.003412,"['steel', 'titanium', 'aluminum']",[]
Excalibur Bronze Studio,218 31st Street,,,11232,US,+1-917-966-6090,https://exnyfoundry.com,,40.6558266,-73.999718,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,249621942,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum']",[]
S & J Supply,70 Grand Avenue,,,11205,US,+1-718-384-0800,https://sjsupply.com,,40.6953625,-73.9646984,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,250352423,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum']",[]
All Ironworks,95 Coles Street,Jersey City,,07302,US,+1 201 3203759,http://allironworksnj.com/,,40.7252896,-74.0474614,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,265733365,way,2025-07-07T00:47:10.003412,"['steel', 'titanium', 'aluminum']",[]
Woodland Park Recycling Center,,,,,US,,,,40.8936239,-74.2010545,recycling,,,,,,,,,,OpenStreetMap Enhanced,275087148,way,2025-07-07T00:47:10.003412,[],[]
SilverStone Sheet Metal,68 Huntington Street,,,11231,US,+1-718-422-0380,,,40.6769249,-74.0036998,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,278387484,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum', 'precious_metals']",[]
Cooper Recycling,123 Varick Avenue,,,11237,US,,,,40.7099713,-73.9288279,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,279781171,way,2025-07-07T00:47:10.003412,[],[]
B&B Sheet Metal,,,,,US,,,,40.7403958,-73.9432202,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,280627917,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum']",[]
Clifton Recycling Center,,,,,US,,,,40.8671861,-74.1618677,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,468787770,way,2025-07-07T00:47:10.003412,[],[]
New Project,223 25th Street,,,11232,US,+1-718-788-3444,https://www.newproject.cc,,40.6601169,-73.9967038,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,738335593,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum']",[]
Naporano Iron & Metal Co.,,,,,US,,,,40.7251385,-74.1369521,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,755702825,way,2025-07-07T00:47:10.003412,"['steel', 'aluminum']",[]
Erie Basin Auto Pound,700 Columbia Street,Brooklyn,NY,11231,US,,,,40.6681675,-74.0177292,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,842434370,way,2025-07-07T00:47:10.003412,[],[]
C & A Iron Works,65 13th Street,,,11215,US,+1-718-435-4777,,,40.6707471,-73.995993,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,881704530,way,2025-07-07T00:47:10.003412,"['steel', 'titanium', 'aluminum']",[]
Be Jay's Ornamental Iron Works,537 Grand Avenue,,,11238,US,+1-646-752-3559,,,40.6790816,-73.9615859,tyres,,,,,,,,,metal_construction,OpenStreetMap Enhanced,940016742,way,2025-07-07T00:47:10.003412,"['steel', 'titanium', 'aluminum']",[]
Hunters Point Recycling,29-55 Hunters Point,Long Island City,NY,11101,US,,,,40.740931,-73.9390233,recycling,Mo-Fr 06:00-16:30; Sa 06:00-04:30,,centre,,,,,,,OpenStreetMap Enhanced,967387747,way,2025-07-07T00:47:10.003412,[],[]
Township of Cedar Grove,,,,,US,,,,40.8635939,-74.2258013,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,1094351281,way,2025-07-07T00:47:10.003412,[],[]
Architectural Grille,42 2nd Avenue,,,11215,US,+1-718-832-1200,https://www.archgrille.com,,40.6746752,-73.9937538,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,1159044549,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum']",[]
Verona Recycling Center,,,,,US,,https://www.veronanj.org/garbagecollection,,40.8435309,-74.2342139,recycling,"We, Sa 08:00-15:00",,centre,,,,,,,OpenStreetMap Enhanced,1165521332,way,2025-07-07T00:47:10.003412,[],[]
Community Compost Center,,,,,US,,https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,,40.7558796,-74.006305,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,1234764611,way,2025-07-07T00:47:10.003412,['nickel'],[]
86th Street Compost Compound,,,,,US,,,,40.7957155,-73.9776542,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,1235906991,way,2025-07-07T00:47:10.003412,[],[]
NYC Department of Parks and Recreation,,,,,US,,,,40.7957291,-73.9775066,recycling,,,container,,,,,,,OpenStreetMap Enhanced,1235907510,way,2025-07-07T00:47:10.003412,[],[]
D & M sheet metal,,,,,US,+12019396300,,,40.8391245,-74.104648,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,1237221212,way,2025-07-07T00:47:10.003412,"['titanium', 'aluminum']",[]
Planet Aid,,,,,US,,,,40.6975724,-73.9330351,recycling,,,container,,,,,,,OpenStreetMap Enhanced,1296161080,way,2025-07-07T00:47:10.003412,[],[]
Sure We Can,219 McKibbin Street,Brooklyn,NY,11206,US,+1 347-463-9257,https://www.surewecan.org,info@surewecan.org,40.70569,-73.9388575,recycling,Mo-Fr 07:30-17:00; Sa 07:30-13:00; PH off,,centre,,,,yes,,,OpenStreetMap Enhanced,1355181614,way,2025-07-07T00:47:10.003412,[],[]
Llewellyn Park Recycling Center,,,,,US,,,,40.7801746,-74.2392351,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,1368775031,way,2025-07-07T00:47:10.003412,[],[]
